attributes,geometry
"{'OBJECTID': 697, 'Province_State': 'Wales', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 52.1307, 'Long_': -3.7837, 'Confirmed': 207992, 'Recovered': 0, 'Deaths': 5488, 'Active': 202504, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Wales, United Kingdom'}","{'x': -3.7836999999999534, 'y': 52.13070000000005}"
"{'OBJECTID': 698, 'Province_State': None, 'Country_Region': 'Uruguay', 'Last_Update': 1616502373000, 'Lat': -32.5228, 'Long_': -55.7658, 'Confirmed': 84230, 'Recovered': 68983, 'Deaths': 811, 'Active': 14436, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Uruguay'}","{'x': -55.76579999999995, 'y': -32.52279999999996}"
"{'OBJECTID': 699, 'Province_State': None, 'Country_Region': 'Uzbekistan', 'Last_Update': 1616502373000, 'Lat': 41.377491, 'Long_': 64.585262, 'Confirmed': 81559, 'Recovered': 79949, 'Deaths': 622, 'Active': 988, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Uzbekistan'}","{'x': 64.58526200000006, 'y': 41.37749100000008}"
"{'OBJECTID': 700, 'Province_State': None, 'Country_Region': 'Vanuatu', 'Last_Update': 1616502373000, 'Lat': -15.3767, 'Long_': 166.9592, 'Confirmed': 3, 'Recovered': 1, 'Deaths': 0, 'Active': 2, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Vanuatu'}","{'x': 166.95920000000012, 'y': -15.376699999999971}"
"{'OBJECTID': 701, 'Province_State': None, 'Country_Region': 'Venezuela', 'Last_Update': 1616502373000, 'Lat': 6.4238, 'Long_': -66.5897, 'Confirmed': 151894, 'Recovered': 141260, 'Deaths': 1502, 'Active': 9132, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Venezuela'}","{'x': -66.58969999999994, 'y': 6.423800000000028}"
"{'OBJECTID': 702, 'Province_State': None, 'Country_Region': 'Vietnam', 'Last_Update': 1616502373000, 'Lat': 14.058324, 'Long_': 108.277199, 'Confirmed': 2575, 'Recovered': 2233, 'Deaths': 35, 'Active': 307, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Vietnam'}","{'x': 108.27719900000004, 'y': 14.058324000000027}"
"{'OBJECTID': 703, 'Province_State': None, 'Country_Region': 'West Bank and Gaza', 'Last_Update': 1616502373000, 'Lat': 31.9522, 'Long_': 35.2332, 'Confirmed': 225976, 'Recovered': 199965, 'Deaths': 2458, 'Active': 23553, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'West Bank and Gaza'}","{'x': 35.23320000000007, 'y': 31.952200000000065}"
"{'OBJECTID': 704, 'Province_State': None, 'Country_Region': 'Yemen', 'Last_Update': 1616502373000, 'Lat': 15.552727, 'Long_': 48.516388, 'Confirmed': 3516, 'Recovered': 1546, 'Deaths': 771, 'Active': 1199, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Yemen'}","{'x': 48.51638800000006, 'y': 15.55272700000006}"
"{'OBJECTID': 705, 'Province_State': None, 'Country_Region': 'Zambia', 'Last_Update': 1616502373000, 'Lat': -13.133897, 'Long_': 27.849332, 'Confirmed': 86535, 'Recovered': 83319, 'Deaths': 1182, 'Active': 2034, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Zambia'}","{'x': 27.84933200000006, 'y': -13.133896999999934}"
"{'OBJECTID': 706, 'Province_State': None, 'Country_Region': 'Zimbabwe', 'Last_Update': 1616502373000, 'Lat': -19.015438, 'Long_': 29.154857, 'Confirmed': 36684, 'Recovered': 34315, 'Deaths': 1514, 'Active': 855, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Zimbabwe'}","{'x': 29.15485700000005, 'y': -19.01543799999996}"
"{'OBJECTID': 707, 'Province_State': 'Mississippi', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 32.741646, 'Long_': -89.678696, 'Confirmed': 302932, 'Recovered': 0, 'Deaths': 6956, 'Active': 0, 'Admin2': None, 'FIPS': '28', 'Combined_Key': 'Mississippi, US'}","{'x': -89.67869599999995, 'y': 32.74164600000006}"
"{'OBJECTID': 708, 'Province_State': 'Grand Princess', 'Country_Region': 'US', 'Last_Update': 1596508076000, 'Lat': 37.64894, 'Long_': -122.665479, 'Confirmed': 103, 'Recovered': 0, 'Deaths': 3, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Grand Princess, US'}","{'x': -122.66547899999996, 'y': 37.64894000000004}"
"{'OBJECTID': 709, 'Province_State': 'Oklahoma', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 35.565342, 'Long_': -96.928917, 'Confirmed': 435450, 'Recovered': 0, 'Deaths': 4788, 'Active': 0, 'Admin2': None, 'FIPS': '40', 'Combined_Key': 'Oklahoma, US'}","{'x': -96.92891699999996, 'y': 35.565342000000044}"
"{'OBJECTID': 710, 'Province_State': 'Delaware', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 39.318523, 'Long_': -75.507141, 'Confirmed': 92429, 'Recovered': 0, 'Deaths': 1531, 'Active': 0, 'Admin2': None, 'FIPS': '10', 'Combined_Key': 'Delaware, US'}","{'x': -75.50714099999993, 'y': 39.31852300000003}"
"{'OBJECTID': 711, 'Province_State': 'Minnesota', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 45.694454, 'Long_': -93.900192, 'Confirmed': 506376, 'Recovered': 0, 'Deaths': 6850, 'Active': 0, 'Admin2': None, 'FIPS': '27', 'Combined_Key': 'Minnesota, US'}","{'x': -93.90019199999995, 'y': 45.694454000000064}"
"{'OBJECTID': 712, 'Province_State': 'Illinois', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 40.349457, 'Long_': -88.986137, 'Confirmed': 1222992, 'Recovered': 0, 'Deaths': 23379, 'Active': 0, 'Admin2': None, 'FIPS': '17', 'Combined_Key': 'Illinois, US'}","{'x': -88.98613699999999, 'y': 40.34945700000003}"
"{'OBJECTID': 713, 'Province_State': 'Arkansas', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 34.969704, 'Long_': -92.373123, 'Confirmed': 328707, 'Recovered': 0, 'Deaths': 5544, 'Active': 0, 'Admin2': None, 'FIPS': '05', 'Combined_Key': 'Arkansas, US'}","{'x': -92.37312299999996, 'y': 34.969704000000036}"
"{'OBJECTID': 714, 'Province_State': 'New Mexico', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 34.840515, 'Long_': -106.248482, 'Confirmed': 189893, 'Recovered': 0, 'Deaths': 3892, 'Active': 0, 'Admin2': None, 'FIPS': '35', 'Combined_Key': 'New Mexico, US'}","{'x': -106.24848199999995, 'y': 34.84051500000004}"
"{'OBJECTID': 715, 'Province_State': 'Indiana', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 39.849426, 'Long_': -86.258278, 'Confirmed': 678416, 'Recovered': 0, 'Deaths': 12947, 'Active': 0, 'Admin2': None, 'FIPS': '18', 'Combined_Key': 'Indiana, US'}","{'x': -86.25827799999996, 'y': 39.84942600000005}"
"{'OBJECTID': 716, 'Province_State': 'Louisiana', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 31.169546, 'Long_': -91.867805, 'Confirmed': 441066, 'Recovered': 0, 'Deaths': 10030, 'Active': 0, 'Admin2': None, 'FIPS': '22', 'Combined_Key': 'Louisiana, US'}","{'x': -91.86780499999996, 'y': 31.169546000000025}"
"{'OBJECTID': 717, 'Province_State': 'Texas', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 31.054487, 'Long_': -97.563461, 'Confirmed': 2757552, 'Recovered': 0, 'Deaths': 47446, 'Active': 0, 'Admin2': None, 'FIPS': '48', 'Combined_Key': 'Texas, US'}","{'x': -97.56346099999996, 'y': 31.05448700000005}"
"{'OBJECTID': 718, 'Province_State': 'Wisconsin', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 44.268543, 'Long_': -89.616508, 'Confirmed': 629787, 'Recovered': 0, 'Deaths': 7240, 'Active': 0, 'Admin2': None, 'FIPS': '55', 'Combined_Key': 'Wisconsin, US'}","{'x': -89.61650799999995, 'y': 44.26854300000008}"
"{'OBJECTID': 719, 'Province_State': 'Kansas', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 38.5266, 'Long_': -96.726486, 'Confirmed': 301898, 'Recovered': 0, 'Deaths': 4806, 'Active': 0, 'Admin2': None, 'FIPS': '20', 'Combined_Key': 'Kansas, US'}","{'x': -96.72648599999997, 'y': 38.52660000000003}"
"{'OBJECTID': 720, 'Province_State': 'Recovered', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 0, 'Long_': 0, 'Confirmed': 0, 'Recovered': 0, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Recovered, US'}","{'x': 5.684341886080802e-14, 'y': 5.684341886080802e-14}"
"{'OBJECTID': 721, 'Province_State': 'American Samoa', 'Country_Region': 'US', 'Last_Update': None, 'Lat': -14.271, 'Long_': -170.132, 'Confirmed': 0, 'Recovered': 0, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'American Samoa, US'}","{'x': -170.13199999999998, 'y': -14.270999999999958}"
"{'OBJECTID': 722, 'Province_State': 'Connecticut', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 41.597782, 'Long_': -72.755371, 'Confirmed': 299667, 'Recovered': 0, 'Deaths': 7841, 'Active': 0, 'Admin2': None, 'FIPS': '09', 'Combined_Key': 'Connecticut, US'}","{'x': -72.75537099999997, 'y': 41.597782000000045}"
"{'OBJECTID': 723, 'Province_State': 'Virgin Islands', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 18.3358, 'Long_': -64.8963, 'Confirmed': 2767, 'Recovered': 0, 'Deaths': 25, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Virgin Islands, US'}","{'x': -64.89629999999994, 'y': 18.335800000000063}"
"{'OBJECTID': 724, 'Province_State': 'California', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 36.116203, 'Long_': -119.681564, 'Confirmed': 3644488, 'Recovered': 0, 'Deaths': 57622, 'Active': 0, 'Admin2': None, 'FIPS': '06', 'Combined_Key': 'California, US'}","{'x': -119.68156399999998, 'y': 36.11620300000004}"
"{'OBJECTID': 725, 'Province_State': 'Puerto Rico', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 18.2208, 'Long_': -66.5901, 'Confirmed': 104743, 'Recovered': 0, 'Deaths': 2098, 'Active': 0, 'Admin2': None, 'FIPS': '72', 'Combined_Key': 'Puerto Rico, US'}","{'x': -66.59009999999995, 'y': 18.220800000000057}"
"{'OBJECTID': 726, 'Province_State': 'Georgia', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 33.040619, 'Long_': -83.643074, 'Confirmed': 1046382, 'Recovered': 0, 'Deaths': 18556, 'Active': 0, 'Admin2': None, 'FIPS': '13', 'Combined_Key': 'Georgia, US'}","{'x': -83.64307399999996, 'y': 33.04061900000005}"
"{'OBJECTID': 727, 'Province_State': 'North Dakota', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 47.528912, 'Long_': -99.784012, 'Confirmed': 101701, 'Recovered': 0, 'Deaths': 1492, 'Active': 0, 'Admin2': None, 'FIPS': '38', 'Combined_Key': 'North Dakota, US'}","{'x': -99.78401199999996, 'y': 47.52891200000005}"
"{'OBJECTID': 728, 'Province_State': 'Pennsylvania', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 40.590752, 'Long_': -77.209755, 'Confirmed': 990150, 'Recovered': 0, 'Deaths': 24798, 'Active': 0, 'Admin2': None, 'FIPS': '42', 'Combined_Key': 'Pennsylvania, US'}","{'x': -77.20975499999997, 'y': 40.590752000000066}"
"{'OBJECTID': 729, 'Province_State': 'West Virginia', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 38.491226, 'Long_': -80.954453, 'Confirmed': 138102, 'Recovered': 0, 'Deaths': 2612, 'Active': 0, 'Admin2': None, 'FIPS': '54', 'Combined_Key': 'West Virginia, US'}","{'x': -80.95445299999993, 'y': 38.49122600000004}"
"{'OBJECTID': 730, 'Province_State': 'Alaska', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 61.370716, 'Long_': -152.404419, 'Confirmed': 61435, 'Recovered': 0, 'Deaths': 310, 'Active': 0, 'Admin2': None, 'FIPS': '02', 'Combined_Key': 'Alaska, US'}","{'x': -152.40441899999996, 'y': 61.37071600000007}"
"{'OBJECTID': 731, 'Province_State': 'Tennessee', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 35.747845, 'Long_': -86.692345, 'Confirmed': 801645, 'Recovered': 0, 'Deaths': 11713, 'Active': 0, 'Admin2': None, 'FIPS': '47', 'Combined_Key': 'Tennessee, US'}","{'x': -86.69234499999999, 'y': 35.74784500000004}"
"{'OBJECTID': 732, 'Province_State': 'United States Virgin Islands', 'Country_Region': 'US', 'Last_Update': None, 'Lat': 18.35, 'Long_': -64.933, 'Confirmed': 0, 'Recovered': 0, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'United States Virgin Islands, US'}","{'x': -64.93299999999994, 'y': 18.350000000000023}"
"{'OBJECTID': 733, 'Province_State': 'Missouri', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 38.456085, 'Long_': -92.288368, 'Confirmed': 575965, 'Recovered': 0, 'Deaths': 8761, 'Active': 0, 'Admin2': None, 'FIPS': '29', 'Combined_Key': 'Missouri, US'}","{'x': -92.28836799999998, 'y': 38.45608500000003}"
"{'OBJECTID': 734, 'Province_State': 'South Dakota', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 44.299782, 'Long_': -99.438828, 'Confirmed': 115972, 'Recovered': 0, 'Deaths': 1923, 'Active': 0, 'Admin2': None, 'FIPS': '46', 'Combined_Key': 'South Dakota, US'}","{'x': -99.43882799999993, 'y': 44.29978200000005}"
"{'OBJECTID': 735, 'Province_State': 'Colorado', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 39.059811, 'Long_': -105.311104, 'Confirmed': 450934, 'Recovered': 0, 'Deaths': 6070, 'Active': 0, 'Admin2': None, 'FIPS': '08', 'Combined_Key': 'Colorado, US'}","{'x': -105.31110399999994, 'y': 39.059811000000025}"
"{'OBJECTID': 736, 'Province_State': 'New Jersey', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 40.298904, 'Long_': -74.521011, 'Confirmed': 869037, 'Recovered': 0, 'Deaths': 24181, 'Active': 0, 'Admin2': None, 'FIPS': '34', 'Combined_Key': 'New Jersey, US'}","{'x': -74.52101099999999, 'y': 40.29890400000005}"
"{'OBJECTID': 737, 'Province_State': 'Guam', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 13.4443, 'Long_': 144.7937, 'Confirmed': 7786, 'Recovered': 0, 'Deaths': 134, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Guam, US'}","{'x': 144.79370000000006, 'y': 13.444300000000055}"
"{'OBJECTID': 738, 'Province_State': 'Washington', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 47.400902, 'Long_': -121.490494, 'Confirmed': 355986, 'Recovered': 0, 'Deaths': 5183, 'Active': 0, 'Admin2': None, 'FIPS': '53', 'Combined_Key': 'Washington, US'}","{'x': -121.49049399999996, 'y': 47.40090200000003}"
"{'OBJECTID': 739, 'Province_State': 'New York', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 42.165726, 'Long_': -74.948051, 'Confirmed': 1785565, 'Recovered': 0, 'Deaths': 49444, 'Active': 0, 'Admin2': None, 'FIPS': '36', 'Combined_Key': 'New York, US'}","{'x': -74.94805099999996, 'y': 42.16572600000006}"
"{'OBJECTID': 740, 'Province_State': 'Nevada', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 38.313515, 'Long_': -117.055374, 'Confirmed': 301334, 'Recovered': 0, 'Deaths': 5174, 'Active': 0, 'Admin2': None, 'FIPS': '32', 'Combined_Key': 'Nevada, US'}","{'x': -117.05537399999996, 'y': 38.313515000000045}"
"{'OBJECTID': 741, 'Province_State': 'Northern Mariana Islands', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 15.0979, 'Long_': 145.6739, 'Confirmed': 158, 'Recovered': 0, 'Deaths': 2, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Northern Mariana Islands, US'}","{'x': 145.67390000000012, 'y': 15.097900000000038}"
"{'OBJECTID': 742, 'Province_State': 'Diamond Princess', 'Country_Region': 'US', 'Last_Update': 1596508076000, 'Lat': 35.4437, 'Long_': 139.638, 'Confirmed': 49, 'Recovered': 0, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Diamond Princess, US'}","{'x': 139.63800000000003, 'y': 35.443700000000035}"
"{'OBJECTID': 743, 'Province_State': 'Maryland', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 39.063946, 'Long_': -76.802101, 'Confirmed': 400705, 'Recovered': 0, 'Deaths': 8184, 'Active': 0, 'Admin2': None, 'FIPS': '24', 'Combined_Key': 'Maryland, US'}","{'x': -76.80210099999994, 'y': 39.06394600000005}"
"{'OBJECTID': 744, 'Province_State': 'Idaho', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 44.240459, 'Long_': -114.478828, 'Confirmed': 177760, 'Recovered': 0, 'Deaths': 1946, 'Active': 0, 'Admin2': None, 'FIPS': '16', 'Combined_Key': 'Idaho, US'}","{'x': -114.47882799999996, 'y': 44.24045900000005}"
"{'OBJECTID': 745, 'Province_State': 'Wyoming', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 42.755966, 'Long_': -107.30249, 'Confirmed': 55730, 'Recovered': 0, 'Deaths': 693, 'Active': 0, 'Admin2': None, 'FIPS': '56', 'Combined_Key': 'Wyoming, US'}","{'x': -107.30248999999998, 'y': 42.75596600000006}"
"{'OBJECTID': 746, 'Province_State': 'Arizona', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 33.729759, 'Long_': -111.431221, 'Confirmed': 836737, 'Recovered': 0, 'Deaths': 16745, 'Active': 0, 'Admin2': None, 'FIPS': '04', 'Combined_Key': 'Arizona, US'}","{'x': -111.431221, 'y': 33.72975900000006}"
"{'OBJECTID': 747, 'Province_State': 'Iowa', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 42.011539, 'Long_': -93.210526, 'Confirmed': 346302, 'Recovered': 0, 'Deaths': 5675, 'Active': 0, 'Admin2': None, 'FIPS': '19', 'Combined_Key': 'Iowa, US'}","{'x': -93.21052599999996, 'y': 42.01153900000003}"
"{'OBJECTID': 748, 'Province_State': 'Michigan', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 43.326618, 'Long_': -84.536095, 'Confirmed': 696838, 'Recovered': 0, 'Deaths': 16912, 'Active': 0, 'Admin2': None, 'FIPS': '26', 'Combined_Key': 'Michigan, US'}","{'x': -84.53609499999999, 'y': 43.32661800000005}"
"{'OBJECTID': 749, 'Province_State': 'Utah', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 40.150032, 'Long_': -111.862434, 'Confirmed': 381788, 'Recovered': 0, 'Deaths': 2062, 'Active': 0, 'Admin2': None, 'FIPS': '49', 'Combined_Key': 'Utah, US'}","{'x': -111.86243399999996, 'y': 40.15003200000007}"
"{'OBJECTID': 750, 'Province_State': 'Virginia', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 37.769337, 'Long_': -78.169968, 'Confirmed': 605967, 'Recovered': 0, 'Deaths': 10127, 'Active': 0, 'Admin2': None, 'FIPS': '51', 'Combined_Key': 'Virginia, US'}","{'x': -78.16996799999998, 'y': 37.769337000000064}"
"{'OBJECTID': 751, 'Province_State': 'Oregon', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 44.572021, 'Long_': -122.070938, 'Confirmed': 161706, 'Recovered': 0, 'Deaths': 2365, 'Active': 0, 'Admin2': None, 'FIPS': '41', 'Combined_Key': 'Oregon, US'}","{'x': -122.07093799999996, 'y': 44.57202100000006}"
"{'OBJECTID': 752, 'Province_State': 'Montana', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 46.921925, 'Long_': -110.454353, 'Confirmed': 103098, 'Recovered': 0, 'Deaths': 1414, 'Active': 0, 'Admin2': None, 'FIPS': '30', 'Combined_Key': 'Montana, US'}","{'x': -110.45435299999995, 'y': 46.92192500000005}"
"{'OBJECTID': 753, 'Province_State': 'New Hampshire', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 43.452492, 'Long_': -71.563896, 'Confirmed': 80750, 'Recovered': 0, 'Deaths': 1217, 'Active': 0, 'Admin2': None, 'FIPS': '33', 'Combined_Key': 'New Hampshire, US'}","{'x': -71.56389599999994, 'y': 43.45249200000006}"
"{'OBJECTID': 754, 'Province_State': 'Massachusetts', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 42.230171, 'Long_': -71.530106, 'Confirmed': 615874, 'Recovered': 0, 'Deaths': 16894, 'Active': 0, 'Admin2': None, 'FIPS': '25', 'Combined_Key': 'Massachusetts, US'}","{'x': -71.53010599999993, 'y': 42.23017100000004}"
"{'OBJECTID': 755, 'Province_State': 'South Carolina', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 33.856892, 'Long_': -80.945007, 'Confirmed': 542203, 'Recovered': 0, 'Deaths': 9027, 'Active': 0, 'Admin2': None, 'FIPS': '45', 'Combined_Key': 'South Carolina, US'}","{'x': -80.94500699999996, 'y': 33.85689200000007}"
"{'OBJECTID': 756, 'Province_State': 'Vermont', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 44.045876, 'Long_': -72.710686, 'Confirmed': 17839, 'Recovered': 0, 'Deaths': 219, 'Active': 0, 'Admin2': None, 'FIPS': '50', 'Combined_Key': 'Vermont, US'}","{'x': -72.71068599999995, 'y': 44.04587600000008}"
"{'OBJECTID': 757, 'Province_State': 'Florida', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 27.766279, 'Long_': -81.686783, 'Confirmed': 2011211, 'Recovered': 0, 'Deaths': 32779, 'Active': 0, 'Admin2': None, 'FIPS': '12', 'Combined_Key': 'Florida, US'}","{'x': -81.68678299999993, 'y': 27.766279000000058}"
"{'OBJECTID': 758, 'Province_State': 'Hawaii', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 21.094318, 'Long_': -157.498337, 'Confirmed': 29198, 'Recovered': 0, 'Deaths': 453, 'Active': 0, 'Admin2': None, 'FIPS': '15', 'Combined_Key': 'Hawaii, US'}","{'x': -157.49833699999996, 'y': 21.094318000000044}"
"{'OBJECTID': 759, 'Province_State': 'Kentucky', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 37.66814, 'Long_': -84.670067, 'Confirmed': 421121, 'Recovered': 0, 'Deaths': 5799, 'Active': 0, 'Admin2': None, 'FIPS': '21', 'Combined_Key': 'Kentucky, US'}","{'x': -84.67006699999996, 'y': 37.66814000000005}"
"{'OBJECTID': 760, 'Province_State': 'Rhode Island', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 41.680893, 'Long_': -71.51178, 'Confirmed': 134039, 'Recovered': 0, 'Deaths': 2604, 'Active': 0, 'Admin2': None, 'FIPS': '44', 'Combined_Key': 'Rhode Island, US'}","{'x': -71.51177999999999, 'y': 41.680893000000026}"
"{'OBJECTID': 761, 'Province_State': 'Nebraska', 'Country_Region': 'US', 'Last_Update': 1616502373000, 'Lat': 41.12537, 'Long_': -98.268082, 'Confirmed': 206571, 'Recovered': 0, 'Deaths': 2135, 'Active': 0, 'Admin2': None, 'FIPS': '31', 'Combined_Key': 'Nebraska, US'}","{'x': -98.26808199999994, 'y': 41.12537000000003}"
