attributes,geometry
"{'OBJECTID': 67, 'Province_State': 'Sergipe', 'Country_Region': 'Brazil', 'Last_Update': 1616502373000, 'Lat': -10.5741, 'Long_': -37.3857, 'Confirmed': 166617, 'Recovered': 151871, 'Deaths': 3298, 'Active': 11448, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sergipe, Brazil'}","{'x': -37.38569999999993, 'y': -10.57409999999993}"
"{'OBJECTID': 68, 'Province_State': 'Tocantins', 'Country_Region': 'Brazil', 'Last_Update': 1616502373000, 'Lat': -10.1753, 'Long_': -48.2982, 'Confirmed': 133050, 'Recovered': 113450, 'Deaths': 1821, 'Active': 17779, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tocantins, Brazil'}","{'x': -48.29819999999995, 'y': -10.175299999999936}"
"{'OBJECTID': 69, 'Province_State': None, 'Country_Region': 'Brunei', 'Last_Update': 1616502373000, 'Lat': 4.5353, 'Long_': 114.7277, 'Confirmed': 206, 'Recovered': 188, 'Deaths': 3, 'Active': 15, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Brunei'}","{'x': 114.72770000000004, 'y': 4.535300000000063}"
"{'OBJECTID': 70, 'Province_State': None, 'Country_Region': 'Bulgaria', 'Last_Update': 1616502373000, 'Lat': 42.7339, 'Long_': 25.4858, 'Confirmed': 307890, 'Recovered': 237031, 'Deaths': 12188, 'Active': 58671, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Bulgaria'}","{'x': 25.48580000000004, 'y': 42.73390000000006}"
"{'OBJECTID': 71, 'Province_State': None, 'Country_Region': 'Burkina Faso', 'Last_Update': 1616502373000, 'Lat': 12.2383, 'Long_': -1.5616, 'Confirmed': 12559, 'Recovered': 12177, 'Deaths': 145, 'Active': 237, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Burkina Faso'}","{'x': -1.5615999999999417, 'y': 12.238300000000038}"
"{'OBJECTID': 72, 'Province_State': None, 'Country_Region': 'Burma', 'Last_Update': 1616502373000, 'Lat': 21.9162, 'Long_': 95.956, 'Confirmed': 142246, 'Recovered': 131763, 'Deaths': 3204, 'Active': 7279, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Burma'}","{'x': 95.95600000000007, 'y': 21.91620000000006}"
"{'OBJECTID': 73, 'Province_State': None, 'Country_Region': 'Burundi', 'Last_Update': 1616502373000, 'Lat': -3.3731, 'Long_': 29.9189, 'Confirmed': 2618, 'Recovered': 773, 'Deaths': 6, 'Active': 1839, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Burundi'}","{'x': 29.918900000000065, 'y': -3.3730999999999653}"
"{'OBJECTID': 74, 'Province_State': None, 'Country_Region': 'Cabo Verde', 'Last_Update': 1616502373000, 'Lat': 16.5388, 'Long_': -23.0418, 'Confirmed': 16517, 'Recovered': 15804, 'Deaths': 160, 'Active': 553, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Cabo Verde'}","{'x': -23.041799999999967, 'y': 16.538800000000037}"
"{'OBJECTID': 75, 'Province_State': None, 'Country_Region': 'Cambodia', 'Last_Update': 1616502373000, 'Lat': 11.55, 'Long_': 104.9167, 'Confirmed': 1788, 'Recovered': 999, 'Deaths': 4, 'Active': 785, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Cambodia'}","{'x': 104.91670000000003, 'y': 11.550000000000068}"
"{'OBJECTID': 76, 'Province_State': None, 'Country_Region': 'Cameroon', 'Last_Update': 1616502373000, 'Lat': 3.848, 'Long_': 11.5021, 'Confirmed': 40622, 'Recovered': 35261, 'Deaths': 601, 'Active': 4760, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Cameroon'}","{'x': 11.50210000000004, 'y': 3.84800000000007}"
"{'OBJECTID': 77, 'Province_State': 'Alberta', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 53.9333, 'Long_': -116.5765, 'Confirmed': 142390, 'Recovered': 134246, 'Deaths': 1968, 'Active': 6176, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Alberta, Canada'}","{'x': -116.57649999999995, 'y': 53.93330000000003}"
"{'OBJECTID': 78, 'Province_State': 'British Columbia', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 53.7267, 'Long_': -127.6476, 'Confirmed': 92571, 'Recovered': 85746, 'Deaths': 1437, 'Active': 5388, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'British Columbia, Canada'}","{'x': -127.64759999999995, 'y': 53.72670000000005}"
"{'OBJECTID': 79, 'Province_State': 'Diamond Princess', 'Country_Region': 'Canada', 'Last_Update': 1608557250000, 'Lat': None, 'Long_': None, 'Confirmed': 0, 'Recovered': 0, 'Deaths': 1, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Diamond Princess, Canada'}",
"{'OBJECTID': 80, 'Province_State': 'Grand Princess', 'Country_Region': 'Canada', 'Last_Update': 1608557250000, 'Lat': None, 'Long_': None, 'Confirmed': 13, 'Recovered': 13, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Grand Princess, Canada'}",
"{'OBJECTID': 81, 'Province_State': 'Manitoba', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 53.7609, 'Long_': -98.8139, 'Confirmed': 33418, 'Recovered': 31285, 'Deaths': 928, 'Active': 1205, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Manitoba, Canada'}","{'x': -98.8139, 'y': 53.76090000000005}"
"{'OBJECTID': 82, 'Province_State': 'New Brunswick', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 46.5653, 'Long_': -66.4619, 'Confirmed': 1498, 'Recovered': 1412, 'Deaths': 30, 'Active': 56, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'New Brunswick, Canada'}","{'x': -66.46189999999996, 'y': 46.56530000000003}"
"{'OBJECTID': 83, 'Province_State': 'Newfoundland and Labrador', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 53.1355, 'Long_': -57.6604, 'Confirmed': 1014, 'Recovered': 1000, 'Deaths': 6, 'Active': 8, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Newfoundland and Labrador, Canada'}","{'x': -57.66039999999998, 'y': 53.13550000000003}"
"{'OBJECTID': 84, 'Province_State': 'Northwest Territories', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 64.8255, 'Long_': -124.8457, 'Confirmed': 47, 'Recovered': 46, 'Deaths': 0, 'Active': 1, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Northwest Territories, Canada'}","{'x': -124.84569999999997, 'y': 64.82550000000003}"
"{'OBJECTID': 85, 'Province_State': 'Nova Scotia', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 44.682, 'Long_': -63.7443, 'Confirmed': 1690, 'Recovered': 1604, 'Deaths': 66, 'Active': 20, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Nova Scotia, Canada'}","{'x': -63.74429999999995, 'y': 44.68200000000007}"
"{'OBJECTID': 86, 'Province_State': 'Nunavut', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 70.2998, 'Long_': -83.1076, 'Confirmed': 395, 'Recovered': 391, 'Deaths': 4, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Nunavut, Canada'}","{'x': -83.10759999999993, 'y': 70.29980000000006}"
"{'OBJECTID': 87, 'Province_State': 'Ontario', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 51.2538, 'Long_': -85.3232, 'Confirmed': 335762, 'Recovered': 314512, 'Deaths': 7222, 'Active': 14028, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ontario, Canada'}","{'x': -85.32319999999999, 'y': 51.25380000000007}"
"{'OBJECTID': 88, 'Province_State': 'Prince Edward Island', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 46.5107, 'Long_': -63.4168, 'Confirmed': 144, 'Recovered': 140, 'Deaths': 0, 'Active': 4, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Prince Edward Island, Canada'}","{'x': -63.41679999999997, 'y': 46.51070000000004}"
"{'OBJECTID': 89, 'Province_State': 'Quebec', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 52.9399, 'Long_': -73.5491, 'Confirmed': 303051, 'Recovered': 285682, 'Deaths': 10614, 'Active': 6755, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Quebec, Canada'}","{'x': -73.54909999999995, 'y': 52.93990000000008}"
"{'OBJECTID': 90, 'Province_State': 'Repatriated Travellers', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': None, 'Long_': None, 'Confirmed': 13, 'Recovered': 13, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Repatriated Travellers, Canada'}",
"{'OBJECTID': 91, 'Province_State': 'Saskatchewan', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 52.9399, 'Long_': -106.4509, 'Confirmed': 31842, 'Recovered': 29948, 'Deaths': 418, 'Active': 1476, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Saskatchewan, Canada'}","{'x': -106.4509, 'y': 52.93990000000008}"
"{'OBJECTID': 92, 'Province_State': 'Yukon', 'Country_Region': 'Canada', 'Last_Update': 1616502373000, 'Lat': 64.2823, 'Long_': -135, 'Confirmed': 72, 'Recovered': 71, 'Deaths': 1, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Yukon, Canada'}","{'x': -134.99999999999994, 'y': 64.28230000000008}"
"{'OBJECTID': 93, 'Province_State': None, 'Country_Region': 'Central African Republic', 'Last_Update': 1616502373000, 'Lat': 6.6111, 'Long_': 20.9394, 'Confirmed': 5087, 'Recovered': 4938, 'Deaths': 64, 'Active': 85, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Central African Republic'}","{'x': 20.939400000000035, 'y': 6.611100000000022}"
"{'OBJECTID': 94, 'Province_State': None, 'Country_Region': 'Chad', 'Last_Update': 1616502373000, 'Lat': 15.4542, 'Long_': 18.7322, 'Confirmed': 4427, 'Recovered': 4045, 'Deaths': 157, 'Active': 225, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Chad'}","{'x': 18.73220000000003, 'y': 15.454200000000071}"
"{'OBJECTID': 95, 'Province_State': 'Antofagasta', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -23.6509, 'Long_': -70.3975, 'Confirmed': 41732, 'Recovered': 39506, 'Deaths': 844, 'Active': 1382, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Antofagasta, Chile'}","{'x': -70.39749999999998, 'y': -23.65089999999998}"
"{'OBJECTID': 96, 'Province_State': 'Araucania', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -38.9489, 'Long_': -72.3311, 'Confirmed': 49923, 'Recovered': 46718, 'Deaths': 620, 'Active': 2585, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Araucania, Chile'}","{'x': -72.33109999999994, 'y': -38.94889999999998}"
"{'OBJECTID': 97, 'Province_State': 'Arica y Parinacota', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -18.594, 'Long_': -69.4785, 'Confirmed': 16759, 'Recovered': 15702, 'Deaths': 342, 'Active': 715, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Arica y Parinacota, Chile'}","{'x': -69.47849999999994, 'y': -18.593999999999937}"
"{'OBJECTID': 98, 'Province_State': 'Atacama', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -27.5661, 'Long_': -70.0503, 'Confirmed': 13626, 'Recovered': 12908, 'Deaths': 166, 'Active': 552, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Atacama, Chile'}","{'x': -70.05029999999994, 'y': -27.56609999999995}"
"{'OBJECTID': 99, 'Province_State': 'Aysen', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -45.9864, 'Long_': -73.7669, 'Confirmed': 3373, 'Recovered': 3246, 'Deaths': 26, 'Active': 101, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Aysen, Chile'}","{'x': -73.76689999999996, 'y': -45.986399999999946}"
"{'OBJECTID': 100, 'Province_State': 'Biobio', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -37.4464, 'Long_': -72.1416, 'Confirmed': 88840, 'Recovered': 82022, 'Deaths': 1465, 'Active': 5353, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Biobio, Chile'}","{'x': -72.14159999999998, 'y': -37.44639999999998}"
"{'OBJECTID': 101, 'Province_State': 'Coquimbo', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -29.959, 'Long_': -71.3389, 'Confirmed': 25266, 'Recovered': 23480, 'Deaths': 482, 'Active': 1304, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Coquimbo, Chile'}","{'x': -71.33889999999997, 'y': -29.958999999999943}"
"{'OBJECTID': 102, 'Province_State': 'Los Lagos', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -41.9198, 'Long_': -72.1416, 'Confirmed': 58414, 'Recovered': 55735, 'Deaths': 754, 'Active': 1925, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Los Lagos, Chile'}","{'x': -72.14159999999998, 'y': -41.91979999999995}"
"{'OBJECTID': 103, 'Province_State': 'Los Rios', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -40.231, 'Long_': -72.3311, 'Confirmed': 25228, 'Recovered': 23060, 'Deaths': 281, 'Active': 1887, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Los Rios, Chile'}","{'x': -72.33109999999994, 'y': -40.23099999999994}"
"{'OBJECTID': 104, 'Province_State': 'Magallanes', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -52.368, 'Long_': -70.9863, 'Confirmed': 22787, 'Recovered': 22206, 'Deaths': 342, 'Active': 239, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Magallanes, Chile'}","{'x': -70.98629999999997, 'y': -52.36799999999994}"
"{'OBJECTID': 105, 'Province_State': 'Maule', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -35.5183, 'Long_': -71.6885, 'Confirmed': 50100, 'Recovered': 46576, 'Deaths': 954, 'Active': 2570, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Maule, Chile'}","{'x': -71.68849999999998, 'y': -35.518299999999954}"
"{'OBJECTID': 106, 'Province_State': 'Metropolitana', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -33.4376, 'Long_': -70.6505, 'Confirmed': 399044, 'Recovered': 374027, 'Deaths': 12563, 'Active': 12454, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Metropolitana, Chile'}","{'x': -70.65049999999997, 'y': -33.437599999999975}"
"{'OBJECTID': 107, 'Province_State': 'Nuble', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -36.7226, 'Long_': -71.7622, 'Confirmed': 19807, 'Recovered': 18444, 'Deaths': 387, 'Active': 976, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Nuble, Chile'}","{'x': -71.76219999999995, 'y': -36.72259999999994}"
"{'OBJECTID': 108, 'Province_State': 'OHiggins', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -34.5755, 'Long_': -71.0022, 'Confirmed': 35673, 'Recovered': 32910, 'Deaths': 854, 'Active': 1909, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'OHiggins, Chile'}","{'x': -71.00219999999996, 'y': -34.57549999999998}"
"{'OBJECTID': 109, 'Province_State': 'Tarapaca', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -19.9232, 'Long_': -69.5132, 'Confirmed': 27303, 'Recovered': 25937, 'Deaths': 490, 'Active': 876, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tarapaca, Chile'}","{'x': -69.51319999999998, 'y': -19.92319999999995}"
"{'OBJECTID': 110, 'Province_State': 'Unknown', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': None, 'Long_': None, 'Confirmed': 46, 'Recovered': 46, 'Deaths': 1, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Unknown, Chile'}",
"{'OBJECTID': 111, 'Province_State': 'Valparaiso', 'Country_Region': 'Chile', 'Last_Update': 1616502373000, 'Lat': -33.0472, 'Long_': -71.6127, 'Confirmed': 60173, 'Recovered': 54666, 'Deaths': 1788, 'Active': 3719, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Valparaiso, Chile'}","{'x': -71.61269999999996, 'y': -33.047199999999975}"
"{'OBJECTID': 112, 'Province_State': 'Anhui', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 31.8257, 'Long_': 117.2264, 'Confirmed': 994, 'Recovered': 988, 'Deaths': 6, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Anhui, China'}","{'x': 117.2264, 'y': 31.82570000000004}"
"{'OBJECTID': 113, 'Province_State': 'Beijing', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 40.1824, 'Long_': 116.4142, 'Confirmed': 1049, 'Recovered': 1037, 'Deaths': 9, 'Active': 3, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Beijing, China'}","{'x': 116.41420000000004, 'y': 40.18240000000003}"
"{'OBJECTID': 114, 'Province_State': 'Chongqing', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 30.0572, 'Long_': 107.874, 'Confirmed': 591, 'Recovered': 585, 'Deaths': 6, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Chongqing, China'}","{'x': 107.87400000000008, 'y': 30.057200000000023}"
"{'OBJECTID': 115, 'Province_State': 'Fujian', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 26.0789, 'Long_': 117.9874, 'Confirmed': 559, 'Recovered': 548, 'Deaths': 1, 'Active': 10, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Fujian, China'}","{'x': 117.98740000000008, 'y': 26.078900000000033}"
"{'OBJECTID': 116, 'Province_State': 'Gansu', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 35.7518, 'Long_': 104.2861, 'Confirmed': 190, 'Recovered': 185, 'Deaths': 2, 'Active': 3, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Gansu, China'}","{'x': 104.28610000000003, 'y': 35.75180000000006}"
"{'OBJECTID': 117, 'Province_State': 'Guangdong', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 23.3417, 'Long_': 113.4244, 'Confirmed': 2257, 'Recovered': 2218, 'Deaths': 8, 'Active': 31, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Guangdong, China'}","{'x': 113.42440000000012, 'y': 23.34170000000006}"
"{'OBJECTID': 118, 'Province_State': 'Guangxi', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 23.8298, 'Long_': 108.7881, 'Confirmed': 267, 'Recovered': 265, 'Deaths': 2, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Guangxi, China'}","{'x': 108.78810000000004, 'y': 23.82980000000003}"
"{'OBJECTID': 119, 'Province_State': 'Guizhou', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 26.8154, 'Long_': 106.8748, 'Confirmed': 147, 'Recovered': 145, 'Deaths': 2, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Guizhou, China'}","{'x': 106.87480000000004, 'y': 26.815400000000068}"
"{'OBJECTID': 120, 'Province_State': 'Hainan', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 19.1959, 'Long_': 109.7453, 'Confirmed': 171, 'Recovered': 165, 'Deaths': 6, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Hainan, China'}","{'x': 109.74530000000004, 'y': 19.19590000000005}"
"{'OBJECTID': 121, 'Province_State': 'Hebei', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 37.8957, 'Long_': 114.9042, 'Confirmed': 1317, 'Recovered': 1310, 'Deaths': 7, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Hebei, China'}","{'x': 114.90420000000006, 'y': 37.89570000000003}"
"{'OBJECTID': 122, 'Province_State': 'Heilongjiang', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 47.862, 'Long_': 127.7615, 'Confirmed': 1610, 'Recovered': 1597, 'Deaths': 13, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Heilongjiang, China'}","{'x': 127.76150000000008, 'y': 47.86200000000008}"
"{'OBJECTID': 123, 'Province_State': 'Henan', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 33.882, 'Long_': 113.614, 'Confirmed': 1309, 'Recovered': 1282, 'Deaths': 22, 'Active': 5, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Henan, China'}","{'x': 113.61400000000005, 'y': 33.88200000000006}"
"{'OBJECTID': 124, 'Province_State': 'Hong Kong', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 22.3, 'Long_': 114.2, 'Confirmed': 11397, 'Recovered': 10936, 'Deaths': 203, 'Active': 258, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Hong Kong, China'}","{'x': 114.20000000000005, 'y': 22.300000000000068}"
"{'OBJECTID': 125, 'Province_State': 'Hubei', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 30.9756, 'Long_': 112.2707, 'Confirmed': 68151, 'Recovered': 63639, 'Deaths': 4512, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Hubei, China'}","{'x': 112.27070000000003, 'y': 30.975600000000043}"
"{'OBJECTID': 126, 'Province_State': 'Hunan', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 27.6104, 'Long_': 111.7088, 'Confirmed': 1039, 'Recovered': 1031, 'Deaths': 4, 'Active': 4, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Hunan, China'}","{'x': 111.70880000000004, 'y': 27.610400000000027}"
"{'OBJECTID': 127, 'Province_State': 'Inner Mongolia', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 44.0935, 'Long_': 113.9448, 'Confirmed': 370, 'Recovered': 367, 'Deaths': 1, 'Active': 2, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Inner Mongolia, China'}","{'x': 113.9448000000001, 'y': 44.09350000000006}"
"{'OBJECTID': 128, 'Province_State': 'Jiangsu', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 32.9711, 'Long_': 119.455, 'Confirmed': 708, 'Recovered': 704, 'Deaths': 0, 'Active': 4, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Jiangsu, China'}","{'x': 119.45500000000004, 'y': 32.971100000000035}"
"{'OBJECTID': 129, 'Province_State': 'Jiangxi', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 27.614, 'Long_': 115.7221, 'Confirmed': 936, 'Recovered': 934, 'Deaths': 1, 'Active': 1, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Jiangxi, China'}","{'x': 115.72210000000008, 'y': 27.614000000000033}"
"{'OBJECTID': 130, 'Province_State': 'Jilin', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 43.6661, 'Long_': 126.1923, 'Confirmed': 573, 'Recovered': 570, 'Deaths': 3, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Jilin, China'}","{'x': 126.19230000000005, 'y': 43.66610000000003}"
"{'OBJECTID': 131, 'Province_State': 'Liaoning', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 41.2956, 'Long_': 122.6085, 'Confirmed': 407, 'Recovered': 404, 'Deaths': 2, 'Active': 1, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Liaoning, China'}","{'x': 122.60850000000003, 'y': 41.29560000000003}"
"{'OBJECTID': 132, 'Province_State': 'Macau', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 22.1667, 'Long_': 113.55, 'Confirmed': 48, 'Recovered': 47, 'Deaths': 0, 'Active': 1, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Macau, China'}","{'x': 113.55000000000008, 'y': 22.16670000000005}"
"{'OBJECTID': 133, 'Province_State': 'Ningxia', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 37.2692, 'Long_': 106.1655, 'Confirmed': 75, 'Recovered': 75, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ningxia, China'}","{'x': 106.16550000000008, 'y': 37.26920000000007}"
"{'OBJECTID': 134, 'Province_State': 'Qinghai', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 35.7452, 'Long_': 95.9956, 'Confirmed': 18, 'Recovered': 18, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Qinghai, China'}","{'x': 95.99560000000008, 'y': 35.74520000000007}"
"{'OBJECTID': 135, 'Province_State': 'Shaanxi', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 35.1917, 'Long_': 108.8701, 'Confirmed': 564, 'Recovered': 550, 'Deaths': 3, 'Active': 11, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Shaanxi, China'}","{'x': 108.87010000000004, 'y': 35.191700000000026}"
"{'OBJECTID': 136, 'Province_State': 'Shandong', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 36.3427, 'Long_': 118.1498, 'Confirmed': 869, 'Recovered': 862, 'Deaths': 7, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Shandong, China'}","{'x': 118.14980000000004, 'y': 36.34270000000003}"
"{'OBJECTID': 137, 'Province_State': 'Shanghai', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 31.202, 'Long_': 121.4491, 'Confirmed': 1856, 'Recovered': 1812, 'Deaths': 7, 'Active': 37, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Shanghai, China'}","{'x': 121.44910000000004, 'y': 31.202000000000055}"
"{'OBJECTID': 138, 'Province_State': 'Shanxi', 'Country_Region': 'China', 'Last_Update': 1616502373000, 'Lat': 37.5777, 'Long_': 112.2922, 'Confirmed': 241, 'Recovered': 240, 'Deaths': 0, 'Active': 1, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Shanxi, China'}","{'x': 112.29220000000008, 'y': 37.57770000000005}"
